Spain, Cohort fertility rates by birth cohort and age (horizontal parallelograms, age in completed years (ACY))
Last modified: 18/03/2025
Cohort  Age        ASFR
1867     12-          .
1867     13           .
1867     14           .
1867     15           .
1867     16           .
1867     17           .
1867     18           .
1867     19           .
1867     20           .
1867     21           .
1867     22           .
1867     23           .
1867     24           .
1867     25           .
1867     26           .
1867     27           .
1867     28           .
1867     29           .
1867     30           .
1867     31           .
1867     32           .
1867     33           .
1867     34           .
1867     35           .
1867     36           .
1867     37           .
1867     38           .
1867     39           .
1867     40           .
1867     41           .
1867     42           .
1867     43           .
1867     44           .
1867     45           .
1867     46           .
1867     47           .
1867     48           .
1867     49           .
1867     50           .
1867     51           .
1867     52           .
1867     53           .
1867     54           .
1867     55+    0.00000
1868     12-          .
1868     13           .
1868     14           .
1868     15           .
1868     16           .
1868     17           .
1868     18           .
1868     19           .
1868     20           .
1868     21           .
1868     22           .
1868     23           .
1868     24           .
1868     25           .
1868     26           .
1868     27           .
1868     28           .
1868     29           .
1868     30           .
1868     31           .
1868     32           .
1868     33           .
1868     34           .
1868     35           .
1868     36           .
1868     37           .
1868     38           .
1868     39           .
1868     40           .
1868     41           .
1868     42           .
1868     43           .
1868     44           .
1868     45           .
1868     46           .
1868     47           .
1868     48           .
1868     49           .
1868     50           .
1868     51           .
1868     52           .
1868     53           .
1868     54     0.00002
1868     55+    0.00000
1869     12-          .
1869     13           .
1869     14           .
1869     15           .
1869     16           .
1869     17           .
1869     18           .
1869     19           .
1869     20           .
1869     21           .
1869     22           .
1869     23           .
1869     24           .
1869     25           .
1869     26           .
1869     27           .
1869     28           .
1869     29           .
1869     30           .
1869     31           .
1869     32           .
1869     33           .
1869     34           .
1869     35           .
1869     36           .
1869     37           .
1869     38           .
1869     39           .
1869     40           .
1869     41           .
1869     42           .
1869     43           .
1869     44           .
1869     45           .
1869     46           .
1869     47           .
1869     48           .
1869     49           .
1869     50           .
1869     51           .
1869     52           .
1869     53     0.00011
1869     54     0.00002
1869     55+    0.00000
1870     12-          .
1870     13           .
1870     14           .
1870     15           .
1870     16           .
1870     17           .
1870     18           .
1870     19           .
1870     20           .
1870     21           .
1870     22           .
1870     23           .
1870     24           .
1870     25           .
1870     26           .
1870     27           .
1870     28           .
1870     29           .
1870     30           .
1870     31           .
1870     32           .
1870     33           .
1870     34           .
1870     35           .
1870     36           .
1870     37           .
1870     38           .
1870     39           .
1870     40           .
1870     41           .
1870     42           .
1870     43           .
1870     44           .
1870     45           .
1870     46           .
1870     47           .
1870     48           .
1870     49           .
1870     50           .
1870     51           .
1870     52     0.00059
1870     53     0.00011
1870     54     0.00002
1870     55+    0.00000
1871     12-          .
1871     13           .
1871     14           .
1871     15           .
1871     16           .
1871     17           .
1871     18           .
1871     19           .
1871     20           .
1871     21           .
1871     22           .
1871     23           .
1871     24           .
1871     25           .
1871     26           .
1871     27           .
1871     28           .
1871     29           .
1871     30           .
1871     31           .
1871     32           .
1871     33           .
1871     34           .
1871     35           .
1871     36           .
1871     37           .
1871     38           .
1871     39           .
1871     40           .
1871     41           .
1871     42           .
1871     43           .
1871     44           .
1871     45           .
1871     46           .
1871     47           .
1871     48           .
1871     49           .
1871     50           .
1871     51     0.00279
1871     52     0.00066
1871     53     0.00013
1871     54     0.00002
1871     55+    0.00000
1872     12-          .
1872     13           .
1872     14           .
1872     15           .
1872     16           .
1872     17           .
1872     18           .
1872     19           .
1872     20           .
1872     21           .
1872     22           .
1872     23           .
1872     24           .
1872     25           .
1872     26           .
1872     27           .
1872     28           .
1872     29           .
1872     30           .
1872     31           .
1872     32           .
1872     33           .
1872     34           .
1872     35           .
1872     36           .
1872     37           .
1872     38           .
1872     39           .
1872     40           .
1872     41           .
1872     42           .
1872     43           .
1872     44           .
1872     45           .
1872     46           .
1872     47           .
1872     48           .
1872     49           .
1872     50     0.00576
1872     51     0.00284
1872     52     0.00067
1872     53     0.00011
1872     54     0.00002
1872     55+    0.00000
1873     12-          .
1873     13           .
1873     14           .
1873     15           .
1873     16           .
1873     17           .
1873     18           .
1873     19           .
1873     20           .
1873     21           .
1873     22           .
1873     23           .
1873     24           .
1873     25           .
1873     26           .
1873     27           .
1873     28           .
1873     29           .
1873     30           .
1873     31           .
1873     32           .
1873     33           .
1873     34           .
1873     35           .
1873     36           .
1873     37           .
1873     38           .
1873     39           .
1873     40           .
1873     41           .
1873     42           .
1873     43           .
1873     44           .
1873     45           .
1873     46           .
1873     47           .
1873     48           .
1873     49     0.00622
1873     50     0.00641
1873     51     0.00312
1873     52     0.00063
1873     53     0.00011
1873     54     0.00002
1873     55+    0.00000
1874     12-          .
1874     13           .
1874     14           .
1874     15           .
1874     16           .
1874     17           .
1874     18           .
1874     19           .
1874     20           .
1874     21           .
1874     22           .
1874     23           .
1874     24           .
1874     25           .
1874     26           .
1874     27           .
1874     28           .
1874     29           .
1874     30           .
1874     31           .
1874     32           .
1874     33           .
1874     34           .
1874     35           .
1874     36           .
1874     37           .
1874     38           .
1874     39           .
1874     40           .
1874     41           .
1874     42           .
1874     43           .
1874     44           .
1874     45           .
1874     46           .
1874     47           .
1874     48     0.00776
1874     49     0.00662
1874     50     0.00655
1874     51     0.00285
1874     52     0.00062
1874     53     0.00010
1874     54     0.00002
1874     55+    0.00000
1875     12-          .
1875     13           .
1875     14           .
1875     15           .
1875     16           .
1875     17           .
1875     18           .
1875     19           .
1875     20           .
1875     21           .
1875     22           .
1875     23           .
1875     24           .
1875     25           .
1875     26           .
1875     27           .
1875     28           .
1875     29           .
1875     30           .
1875     31           .
1875     32           .
1875     33           .
1875     34           .
1875     35           .
1875     36           .
1875     37           .
1875     38           .
1875     39           .
1875     40           .
1875     41           .
1875     42           .
1875     43           .
1875     44           .
1875     45           .
1875     46           .
1875     47     0.00959
1875     48     0.00828
1875     49     0.00643
1875     50     0.00617
1875     51     0.00286
1875     52     0.00055
1875     53     0.00011
1875     54     0.00002
1875     55+    0.00000
1876     12-          .
1876     13           .
1876     14           .
1876     15           .
1876     16           .
1876     17           .
1876     18           .
1876     19           .
1876     20           .
1876     21           .
1876     22           .
1876     23           .
1876     24           .
1876     25           .
1876     26           .
1876     27           .
1876     28           .
1876     29           .
1876     30           .
1876     31           .
1876     32           .
1876     33           .
1876     34           .
1876     35           .
1876     36           .
1876     37           .
1876     38           .
1876     39           .
1876     40           .
1876     41           .
1876     42           .
1876     43           .
1876     44           .
1876     45           .
1876     46     0.01276
1876     47     0.01021
1876     48     0.00783
1876     49     0.00596
1876     50     0.00582
1876     51     0.00243
1876     52     0.00061
1876     53     0.00011
1876     54     0.00001
1876     55+    0.00000
1877     12-          .
1877     13           .
1877     14           .
1877     15           .
1877     16           .
1877     17           .
1877     18           .
1877     19           .
1877     20           .
1877     21           .
1877     22           .
1877     23           .
1877     24           .
1877     25           .
1877     26           .
1877     27           .
1877     28           .
1877     29           .
1877     30           .
1877     31           .
1877     32           .
1877     33           .
1877     34           .
1877     35           .
1877     36           .
1877     37           .
1877     38           .
1877     39           .
1877     40           .
1877     41           .
1877     42           .
1877     43           .
1877     44           .
1877     45     0.01928
1877     46     0.01339
1877     47     0.00933
1877     48     0.00677
1877     49     0.00559
1877     50     0.00516
1877     51     0.00266
1877     52     0.00061
1877     53     0.00009
1877     54     0.00001
1877     55+    0.00000
1878     12-          .
1878     13           .
1878     14           .
1878     15           .
1878     16           .
1878     17           .
1878     18           .
1878     19           .
1878     20           .
1878     21           .
1878     22           .
1878     23           .
1878     24           .
1878     25           .
1878     26           .
1878     27           .
1878     28           .
1878     29           .
1878     30           .
1878     31           .
1878     32           .
1878     33           .
1878     34           .
1878     35           .
1878     36           .
1878     37           .
1878     38           .
1878     39           .
1878     40           .
1878     41           .
1878     42           .
1878     43           .
1878     44     0.03045
1878     45     0.02011
1878     46     0.01215
1878     47     0.00773
1878     48     0.00645
1878     49     0.00531
1878     50     0.00562
1878     51     0.00271
1878     52     0.00052
1878     53     0.00008
1878     54     0.00001
1878     55+    0.00000
1879     12-          .
1879     13           .
1879     14           .
1879     15           .
1879     16           .
1879     17           .
1879     18           .
1879     19           .
1879     20           .
1879     21           .
1879     22           .
1879     23           .
1879     24           .
1879     25           .
1879     26           .
1879     27           .
1879     28           .
1879     29           .
1879     30           .
1879     31           .
1879     32           .
1879     33           .
1879     34           .
1879     35           .
1879     36           .
1879     37           .
1879     38           .
1879     39           .
1879     40           .
1879     41           .
1879     42           .
1879     43     0.04482
1879     44     0.03154
1879     45     0.01824
1879     46     0.00992
1879     47     0.00741
1879     48     0.00633
1879     49     0.00551
1879     50     0.00562
1879     51     0.00228
1879     52     0.00039
1879     53     0.00009
1879     54     0.00002
1879     55+    0.00000
1880     12-          .
1880     13           .
1880     14           .
1880     15           .
1880     16           .
1880     17           .
1880     18           .
1880     19           .
1880     20           .
1880     21           .
1880     22           .
1880     23           .
1880     24           .
1880     25           .
1880     26           .
1880     27           .
1880     28           .
1880     29           .
1880     30           .
1880     31           .
1880     32           .
1880     33           .
1880     34           .
1880     35           .
1880     36           .
1880     37           .
1880     38           .
1880     39           .
1880     40           .
1880     41           .
1880     42     0.06377
1880     43     0.04619
1880     44     0.02992
1880     45     0.01541
1880     46     0.00973
1880     47     0.00758
1880     48     0.00645
1880     49     0.00561
1880     50     0.00457
1880     51     0.00164
1880     52     0.00049
1880     53     0.00011
1880     54     0.00002
1880     55+    0.00000
1881     12-          .
1881     13           .
1881     14           .
1881     15           .
1881     16           .
1881     17           .
1881     18           .
1881     19           .
1881     20           .
1881     21           .
1881     22           .
1881     23           .
1881     24           .
1881     25           .
1881     26           .
1881     27           .
1881     28           .
1881     29           .
1881     30           .
1881     31           .
1881     32           .
1881     33           .
1881     34           .
1881     35           .
1881     36           .
1881     37           .
1881     38           .
1881     39           .
1881     40           .
1881     41     0.08531
1881     42     0.06515
1881     43     0.04479
1881     44     0.02724
1881     45     0.01544
1881     46     0.01013
1881     47     0.00762
1881     48     0.00644
1881     49     0.00508
1881     50     0.00364
1881     51     0.00223
1881     52     0.00072
1881     53     0.00013
1881     54     0.00002
1881     55+    0.00000
1882     12-          .
1882     13           .
1882     14           .
1882     15           .
1882     16           .
1882     17           .
1882     18           .
1882     19           .
1882     20           .
1882     21           .
1882     22           .
1882     23           .
1882     24           .
1882     25           .
1882     26           .
1882     27           .
1882     28           .
1882     29           .
1882     30           .
1882     31           .
1882     32           .
1882     33           .
1882     34           .
1882     35           .
1882     36           .
1882     37           .
1882     38           .
1882     39           .
1882     40     0.10363
1882     41     0.08521
1882     42     0.06312
1882     43     0.04211
1882     44     0.02627
1882     45     0.01571
1882     46     0.00998
1882     47     0.00737
1882     48     0.00609
1882     49     0.00454
1882     50     0.00495
1882     51     0.00328
1882     52     0.00075
1882     53     0.00010
1882     54     0.00001
1882     55+    0.00000
1883     12-          .
1883     13           .
1883     14           .
1883     15           .
1883     16           .
1883     17           .
1883     18           .
1883     19           .
1883     20           .
1883     21           .
1883     22           .
1883     23           .
1883     24           .
1883     25           .
1883     26           .
1883     27           .
1883     28           .
1883     29           .
1883     30           .
1883     31           .
1883     32           .
1883     33           .
1883     34           .
1883     35           .
1883     36           .
1883     37           .
1883     38           .
1883     39     0.12060
1883     40     0.10433
1883     41     0.08441
1883     42     0.06244
1883     43     0.04191
1883     44     0.02652
1883     45     0.01570
1883     46     0.00961
1883     47     0.00726
1883     48     0.00589
1883     49     0.00529
1883     50     0.00708
1883     51     0.00374
1883     52     0.00068
1883     53     0.00009
1883     54     0.00001
1883     55+    0.00000
1884     12-          .
1884     13           .
1884     14           .
1884     15           .
1884     16           .
1884     17           .
1884     18           .
1884     19           .
1884     20           .
1884     21           .
1884     22           .
1884     23           .
1884     24           .
1884     25           .
1884     26           .
1884     27           .
1884     28           .
1884     29           .
1884     30           .
1884     31           .
1884     32           .
1884     33           .
1884     34           .
1884     35           .
1884     36           .
1884     37           .
1884     38     0.13836
1884     39     0.11899
1884     40     0.10321
1884     41     0.08469
1884     42     0.06232
1884     43     0.04200
1884     44     0.02620
1884     45     0.01498
1884     46     0.00958
1884     47     0.00750
1884     48     0.00644
1884     49     0.00617
1884     50     0.00761
1884     51     0.00312
1884     52     0.00048
1884     53     0.00007
1884     54     0.00001
1884     55+    0.00000
1885     12-          .
1885     13           .
1885     14           .
1885     15           .
1885     16           .
1885     17           .
1885     18           .
1885     19           .
1885     20           .
1885     21           .
1885     22           .
1885     23           .
1885     24           .
1885     25           .
1885     26           .
1885     27           .
1885     28           .
1885     29           .
1885     30           .
1885     31           .
1885     32           .
1885     33           .
1885     34           .
1885     35           .
1885     36           .
1885     37     0.15597
1885     38     0.13800
1885     39     0.11671
1885     40     0.10231
1885     41     0.08521
1885     42     0.06314
1885     43     0.04226
1885     44     0.02537
1885     45     0.01497
1885     46     0.01020
1885     47     0.00786
1885     48     0.00687
1885     49     0.00610
1885     50     0.00632
1885     51     0.00222
1885     52     0.00041
1885     53     0.00007
1885     54     0.00001
1885     55+    0.00000
1886     12-          .
1886     13           .
1886     14           .
1886     15           .
1886     16           .
1886     17           .
1886     18           .
1886     19           .
1886     20           .
1886     21           .
1886     22           .
1886     23           .
1886     24           .
1886     25           .
1886     26           .
1886     27           .
1886     28           .
1886     29           .
1886     30           .
1886     31           .
1886     32           .
1886     33           .
1886     34           .
1886     35           .
1886     36     0.17290
1886     37     0.15630
1886     38     0.13532
1886     39     0.11380
1886     40     0.10160
1886     41     0.08612
1886     42     0.06367
1886     43     0.04093
1886     44     0.02456
1886     45     0.01564
1886     46     0.01038
1886     47     0.00770
1886     48     0.00651
1886     49     0.00547
1886     50     0.00463
1886     51     0.00185
1886     52     0.00041
1886     53     0.00007
1886     54     0.00001
1886     55+    0.00000
1887     12-          .
1887     13           .
1887     14           .
1887     15           .
1887     16           .
1887     17           .
1887     18           .
1887     19           .
1887     20           .
1887     21           .
1887     22           .
1887     23           .
1887     24           .
1887     25           .
1887     26           .
1887     27           .
1887     28           .
1887     29           .
1887     30           .
1887     31           .
1887     32           .
1887     33           .
1887     34           .
1887     35     0.18939
1887     36     0.17318
1887     37     0.15261
1887     38     0.12878
1887     39     0.11194
1887     40     0.10204
1887     41     0.08642
1887     42     0.06122
1887     43     0.03822
1887     44     0.02426
1887     45     0.01563
1887     46     0.00970
1887     47     0.00699
1887     48     0.00607
1887     49     0.00461
1887     50     0.00393
1887     51     0.00184
1887     52     0.00038
1887     53     0.00006
1887     54     0.00001
1887     55+    0.00000
1888     12-          .
1888     13           .
1888     14           .
1888     15           .
1888     16           .
1888     17           .
1888     18           .
1888     19           .
1888     20           .
1888     21           .
1888     22           .
1888     23           .
1888     24           .
1888     25           .
1888     26           .
1888     27           .
1888     28           .
1888     29           .
1888     30           .
1888     31           .
1888     32           .
1888     33           .
1888     34     0.19604
1888     35     0.18882
1888     36     0.16873
1888     37     0.14338
1888     38     0.12450
1888     39     0.11132
1888     40     0.10229
1888     41     0.08357
1888     42     0.05636
1888     43     0.03654
1888     44     0.02440
1888     45     0.01474
1888     46     0.00869
1888     47     0.00676
1888     48     0.00552
1888     49     0.00403
1888     50     0.00398
1888     51     0.00169
1888     52     0.00033
1888     53     0.00006
1888     54     0.00001
1888     55+    0.00000
1889     12-          .
1889     13           .
1889     14           .
1889     15           .
1889     16           .
1889     17           .
1889     18           .
1889     19           .
1889     20           .
1889     21           .
1889     22           .
1889     23           .
1889     24           .
1889     25           .
1889     26           .
1889     27           .
1889     28           .
1889     29           .
1889     30           .
1889     31           .
1889     32           .
1889     33     0.19378
1889     34     0.19260
1889     35     0.18283
1889     36     0.15803
1889     37     0.13675
1889     38     0.12234
1889     39     0.10956
1889     40     0.09830
1889     41     0.07580
1889     42     0.05202
1889     43     0.03606
1889     44     0.02342
1889     45     0.01318
1889     46     0.00847
1889     47     0.00650
1889     48     0.00488
1889     49     0.00395
1889     50     0.00352
1889     51     0.00139
1889     52     0.00032
1889     53     0.00006
1889     54     0.00001
1889     55+    0.00000
1890     12-          .
1890     13           .
1890     14           .
1890     15           .
1890     16           .
1890     17           .
1890     18           .
1890     19           .
1890     20           .
1890     21           .
1890     22           .
1890     23           .
1890     24           .
1890     25           .
1890     26           .
1890     27           .
1890     28           .
1890     29           .
1890     30           .
1890     31           .
1890     32     0.19842
1890     33     0.18856
1890     34     0.18653
1890     35     0.17489
1890     36     0.15103
1890     37     0.13380
1890     38     0.11988
1890     39     0.10676
1890     40     0.09064
1890     41     0.06953
1890     42     0.05131
1890     43     0.03489
1890     44     0.02166
1890     45     0.01288
1890     46     0.00842
1890     47     0.00584
1890     48     0.00467
1890     49     0.00377
1890     50     0.00298
1890     51     0.00137
1890     52     0.00034
1890     53     0.00007
1890     54     0.00001
1890     55+    0.00000
1891     12-          .
1891     13           .
1891     14           .
1891     15           .
1891     16           .
1891     17           .
1891     18           .
1891     19           .
1891     20           .
1891     21           .
1891     22           .
1891     23           .
1891     24           .
1891     25           .
1891     26           .
1891     27           .
1891     28           .
1891     29           .
1891     30           .
1891     31     0.21224
1891     32     0.19272
1891     33     0.18256
1891     34     0.18410
1891     35     0.16938
1891     36     0.14776
1891     37     0.13098
1891     38     0.11761
1891     39     0.10393
1891     40     0.08513
1891     41     0.06890
1891     42     0.05009
1891     43     0.03281
1891     44     0.02154
1891     45     0.01288
1891     46     0.00772
1891     47     0.00553
1891     48     0.00463
1891     49     0.00360
1891     50     0.00301
1891     51     0.00155
1891     52     0.00039
1891     53     0.00007
1891     54     0.00001
1891     55+    0.00000
1892     12-          .
1892     13           .
1892     14           .
1892     15           .
1892     16           .
1892     17           .
1892     18           .
1892     19           .
1892     20           .
1892     21           .
1892     22           .
1892     23           .
1892     24           .
1892     25           .
1892     26           .
1892     27           .
1892     28           .
1892     29           .
1892     30     0.23451
1892     31     0.20657
1892     32     0.18648
1892     33     0.18375
1892     34     0.18132
1892     35     0.16590
1892     36     0.14455
1892     37     0.12869
1892     38     0.11666
1892     39     0.10130
1892     40     0.08421
1892     41     0.06650
1892     42     0.04664
1892     43     0.03185
1892     44     0.02080
1892     45     0.01173
1892     46     0.00719
1892     47     0.00562
1892     48     0.00448
1892     49     0.00346
1892     50     0.00325
1892     51     0.00159
1892     52     0.00037
1892     53     0.00007
1892     54     0.00001
1892     55+    0.00000
1893     12-          .
1893     13           .
1893     14           .
1893     15           .
1893     16           .
1893     17           .
1893     18           .
1893     19           .
1893     20           .
1893     21           .
1893     22           .
1893     23           .
1893     24           .
1893     25           .
1893     26           .
1893     27           .
1893     28           .
1893     29     0.24610
1893     30     0.23083
1893     31     0.20062
1893     32     0.18953
1893     33     0.18272
1893     34     0.17827
1893     35     0.16393
1893     36     0.14290
1893     37     0.12952
1893     38     0.11622
1893     39     0.10039
1893     40     0.08161
1893     41     0.06274
1893     42     0.04545
1893     43     0.03096
1893     44     0.01934
1893     45     0.01115
1893     46     0.00749
1893     47     0.00554
1893     48     0.00424
1893     49     0.00360
1893     50     0.00337
1893     51     0.00158
1893     52     0.00038
1893     53     0.00007
1893     54     0.00001
1893     55+    0.00000
1894     12-          .
1894     13           .
1894     14           .
1894     15           .
1894     16           .
1894     17           .
1894     18           .
1894     19           .
1894     20           .
1894     21           .
1894     22           .
1894     23           .
1894     24           .
1894     25           .
1894     26           .
1894     27           .
1894     28     0.24279
1894     29     0.24517
1894     30     0.22462
1894     31     0.20341
1894     32     0.18933
1894     33     0.18039
1894     34     0.17746
1894     35     0.16229
1894     36     0.14381
1894     37     0.13059
1894     38     0.11659
1894     39     0.09576
1894     40     0.07691
1894     41     0.06045
1894     42     0.04372
1894     43     0.02926
1894     44     0.01843
1894     45     0.01155
1894     46     0.00737
1894     47     0.00514
1894     48     0.00443
1894     49     0.00359
1894     50     0.00330
1894     51     0.00165
1894     52     0.00037
1894     53     0.00006
1894     54     0.00001
1894     55+    0.00000
1895     12-          .
1895     13           .
1895     14           .
1895     15           .
1895     16           .
1895     17           .
1895     18           .
1895     19           .
1895     20           .
1895     21           .
1895     22           .
1895     23           .
1895     24           .
1895     25           .
1895     26           .
1895     27     0.24048
1895     28     0.24480
1895     29     0.23979
1895     30     0.22554
1895     31     0.20290
1895     32     0.18751
1895     33     0.18167
1895     34     0.17577
1895     35     0.16143
1895     36     0.14508
1895     37     0.13246
1895     38     0.11277
1895     39     0.09002
1895     40     0.07398
1895     41     0.05813
1895     42     0.04234
1895     43     0.02857
1895     44     0.01901
1895     45     0.01138
1895     46     0.00678
1895     47     0.00540
1895     48     0.00442
1895     49     0.00352
1895     50     0.00359
1895     51     0.00164
1895     52     0.00034
1895     53     0.00006
1895     54     0.00001
1895     55+    0.00000
1896     12-          .
1896     13           .
1896     14           .
1896     15           .
1896     16           .
1896     17           .
1896     18           .
1896     19           .
1896     20           .
1896     21           .
1896     22           .
1896     23           .
1896     24           .
1896     25           .
1896     26     0.23527
1896     27     0.24274
1896     28     0.23967
1896     29     0.23768
1896     30     0.22311
1896     31     0.20100
1896     32     0.18981
1896     33     0.18075
1896     34     0.17130
1896     35     0.15986
1896     36     0.14707
1896     37     0.12894
1896     38     0.10715
1896     39     0.08607
1896     40     0.07044
1896     41     0.05669
1896     42     0.04180
1896     43     0.02948
1896     44     0.01820
1896     45     0.01036
1896     46     0.00713
1896     47     0.00539
1896     48     0.00436
1896     49     0.00378
1896     50     0.00340
1896     51     0.00140
1896     52     0.00032
1896     53     0.00006
1896     54     0.00001
1896     55+    0.00000
1897     12-          .
1897     13           .
1897     14           .
1897     15           .
1897     16           .
1897     17           .
1897     18           .
1897     19           .
1897     20           .
1897     21           .
1897     22           .
1897     23           .
1897     24           .
1897     25     0.22290
1897     26     0.23558
1897     27     0.23764
1897     28     0.23479
1897     29     0.23278
1897     30     0.22054
1897     31     0.20291
1897     32     0.18876
1897     33     0.17364
1897     34     0.16558
1897     35     0.16014
1897     36     0.14304
1897     37     0.12324
1897     38     0.10122
1897     39     0.08024
1897     40     0.06810
1897     41     0.05607
1897     42     0.04299
1897     43     0.02780
1897     44     0.01601
1897     45     0.01078
1897     46     0.00714
1897     47     0.00533
1897     48     0.00460
1897     49     0.00348
1897     50     0.00291
1897     51     0.00128
1897     52     0.00030
1897     53     0.00006
1897     54     0.00001
1897     55+    0.00000
1898     12-          .
1898     13           .
1898     14           .
1898     15           .
1898     16           .
1898     17           .
1898     18           .
1898     19           .
1898     20           .
1898     21           .
1898     22           .
1898     23           .
1898     24     0.20346
1898     25     0.22005
1898     26     0.23053
1898     27     0.23275
1898     28     0.22866
1898     29     0.22893
1898     30     0.22084
1898     31     0.20088
1898     32     0.17987
1898     33     0.16472
1898     34     0.16359
1898     35     0.15435
1898     36     0.13708
1898     37     0.11565
1898     38     0.09195
1898     39     0.07611
1898     40     0.06719
1898     41     0.05799
1898     42     0.04042
1898     43     0.02401
1898     44     0.01675
1898     45     0.01097
1898     46     0.00709
1898     47     0.00553
1898     48     0.00419
1898     49     0.00305
1898     50     0.00259
1898     51     0.00130
1898     52     0.00035
1898     53     0.00006
1898     54     0.00001
1898     55+    0.00000
1899     12-          .
1899     13           .
1899     14           .
1899     15           .
1899     16           .
1899     17           .
1899     18           .
1899     19           .
1899     20           .
1899     21           .
1899     22           .
1899     23     0.16888
1899     24     0.19597
1899     25     0.21539
1899     26     0.22811
1899     27     0.22647
1899     28     0.22428
1899     29     0.22556
1899     30     0.21629
1899     31     0.19093
1899     32     0.16911
1899     33     0.16123
1899     34     0.15518
1899     35     0.14677
1899     36     0.12812
1899     37     0.10314
1899     38     0.08558
1899     39     0.07364
1899     40     0.06915
1899     41     0.05416
1899     42     0.03413
1899     43     0.02476
1899     44     0.01741
1899     45     0.01077
1899     46     0.00720
1899     47     0.00499
1899     48     0.00368
1899     49     0.00282
1899     50     0.00276
1899     51     0.00148
1899     52     0.00029
1899     53     0.00006
1899     54     0.00001
1899     55+    0.00000
1900     12-          .
1900     13           .
1900     14           .
1900     15           .
1900     16           .
1900     17           .
1900     18           .
1900     19           .
1900     20           .
1900     21           .
1900     22     0.12893
1900     23     0.15996
1900     24     0.19019
1900     25     0.21645
1900     26     0.22257
1900     27     0.22188
1900     28     0.21904
1900     29     0.21879
1900     30     0.20812
1900     31     0.18110
1900     32     0.16500
1900     33     0.15171
1900     34     0.14682
1900     35     0.13908
1900     36     0.11495
1900     37     0.09535
1900     38     0.08217
1900     39     0.07703
1900     40     0.06602
1900     41     0.04589
1900     42     0.03548
1900     43     0.02657
1900     44     0.01770
1900     45     0.01094
1900     46     0.00657
1900     47     0.00446
1900     48     0.00365
1900     49     0.00287
1900     50     0.00287
1900     51     0.00126
1900     52     0.00034
1900     53     0.00006
1900     54     0.00001
1900     55+    0.00000
1901     12-          .
1901     13           .
1901     14           .
1901     15           .
1901     16           .
1901     17           .
1901     18           .
1901     19           .
1901     20           .
1901     21     0.08973
1901     22     0.12211
1901     23     0.15580
1901     24     0.19568
1901     25     0.21201
1901     26     0.21818
1901     27     0.21681
1901     28     0.21029
1901     29     0.21360
1901     30     0.20084
1901     31     0.17714
1901     32     0.15466
1901     33     0.14248
1901     34     0.14233
1901     35     0.12695
1901     36     0.10599
1901     37     0.09084
1901     38     0.08585
1901     39     0.07726
1901     40     0.05668
1901     41     0.04805
1901     42     0.03893
1901     43     0.02715
1901     44     0.01834
1901     45     0.01016
1901     46     0.00596
1901     47     0.00464
1901     48     0.00345
1901     49     0.00280
1901     50     0.00261
1901     51     0.00147
1901     52     0.00030
1901     53     0.00006
1901     54     0.00001
1901     55+    0.00000
1902     12-          .
1902     13           .
1902     14           .
1902     15           .
1902     16           .
1902     17           .
1902     18           .
1902     19           .
1902     20     0.05656
1902     21     0.08619
1902     22     0.11922
1902     23     0.16288
1902     24     0.19194
1902     25     0.20883
1902     26     0.21527
1902     27     0.20780
1902     28     0.20729
1902     29     0.21123
1902     30     0.19744
1902     31     0.16624
1902     32     0.14512
1902     33     0.13991
1902     34     0.13414
1902     35     0.11792
1902     36     0.10012
1902     37     0.09479
1902     38     0.08731
1902     39     0.06873
1902     40     0.05947
1902     41     0.05263
1902     42     0.03913
1902     43     0.02720
1902     44     0.01667
1902     45     0.00923
1902     46     0.00632
1902     47     0.00412
1902     48     0.00309
1902     49     0.00269
1902     50     0.00279
1902     51     0.00115
1902     52     0.00029
1902     53     0.00006
1902     54     0.00001
1902     55+    0.00000
1903     12-          .
1903     13           .
1903     14           .
1903     15           .
1903     16           .
1903     17           .
1903     18           .
1903     19     0.03178
1903     20     0.05460
1903     21     0.08306
1903     22     0.12384
1903     23     0.15917
1903     24     0.19016
1903     25     0.20904
1903     26     0.20742
1903     27     0.20601
1903     28     0.20844
1903     29     0.20891
1903     30     0.18757
1903     31     0.15729
1903     32     0.14357
1903     33     0.13429
1903     34     0.12632
1903     35     0.11180
1903     36     0.10572
1903     37     0.09816
1903     38     0.07985
1903     39     0.07187
1903     40     0.06553
1903     41     0.05339
1903     42     0.03904
1903     43     0.02518
1903     44     0.01560
1903     45     0.00988
1903     46     0.00554
1903     47     0.00347
1903     48     0.00299
1903     49     0.00266
1903     50     0.00228
1903     51     0.00117
1903     52     0.00030
1903     53     0.00005
1903     54     0.00001
1903     55+    0.00000
1904     12-          .
1904     13           .
1904     14           .
1904     15           .
1904     16           .
1904     17           .
1904     18     0.01601
1904     19     0.03173
1904     20     0.05253
1904     21     0.08581
1904     22     0.12198
1904     23     0.15920
1904     24     0.19492
1904     25     0.20361
1904     26     0.20622
1904     27     0.20917
1904     28     0.20753
1904     29     0.20091
1904     30     0.17943
1904     31     0.15552
1904     32     0.13925
1904     33     0.12776
1904     34     0.11964
1904     35     0.12016
1904     36     0.11070
1904     37     0.09088
1904     38     0.08381
1904     39     0.07751
1904     40     0.06655
1904     41     0.05252
1904     42     0.03632
1904     43     0.02436
1904     44     0.01628
1904     45     0.00864
1904     46     0.00451
1904     47     0.00339
