Spain, Cohort fertility rates by birth cohort and age (horizontal parallelograms, age in completed years (ACY))
Last modified: 18/03/2025
Cohort  Age        ASFR
1953     50     0.00006
1953     51     0.00006
1953     52     0.00003
1953     53     0.00001
1953     54     0.00002
1953     55+    0.00000
1954     12-    0.00000
1954     13     0.00004
1954     14     0.00047
1954     15     0.00156
1954     16     0.00462
1954     17     0.01138
1954     18     0.02323
1954     19     0.04813
1954     20     0.07903
1954     21     0.11017
1954     22     0.14283
1954     23     0.16489
1954     24     0.16939
1954     25     0.16246
1954     26     0.15082
1954     27     0.13727
1954     28     0.12427
1954     29     0.11345
1954     30     0.10226
1954     31     0.08362
1954     32     0.07089
1954     33     0.05972
1954     34     0.04959
1954     35     0.04158
1954     36     0.03318
1954     37     0.02653
1954     38     0.02016
1954     39     0.01539
1954     40     0.01044
1954     41     0.00668
1954     42     0.00424
1954     43     0.00247
1954     44     0.00137
1954     45     0.00077
1954     46     0.00041
1954     47     0.00022
1954     48     0.00017
1954     49     0.00011
1954     50     0.00009
1954     51     0.00005
1954     52     0.00004
1954     53     0.00002
1954     54     0.00002
1954     55+    0.00001
1955     12-    0.00000
1955     13     0.00004
1955     14     0.00041
1955     15     0.00155
1955     16     0.00508
1955     17     0.01236
1955     18     0.02784
1955     19     0.05477
1955     20     0.08230
1955     21     0.11292
1955     22     0.14029
1955     23     0.15549
1955     24     0.15763
1955     25     0.15162
1955     26     0.14261
1955     27     0.13087
1955     28     0.12041
1955     29     0.11042
1955     30     0.09950
1955     31     0.08243
1955     32     0.07090
1955     33     0.05983
1955     34     0.04987
1955     35     0.04194
1955     36     0.03368
1955     37     0.02648
1955     38     0.02022
1955     39     0.01476
1955     40     0.01052
1955     41     0.00697
1955     42     0.00444
1955     43     0.00265
1955     44     0.00152
1955     45     0.00087
1955     46     0.00042
1955     47     0.00024
1955     48     0.00015
1955     49     0.00010
1955     50     0.00010
1955     51     0.00003
1955     52     0.00004
1955     53     0.00002
1955     54     0.00002
1955     55+    0.00000
1956     12-    0.00000
1956     13     0.00003
1956     14     0.00041
1956     15     0.00176
1956     16     0.00563
1956     17     0.01481
1956     18     0.03340
1956     19     0.05721
1956     20     0.08576
1956     21     0.11135
1956     22     0.13474
1956     23     0.14526
1956     24     0.14685
1956     25     0.14337
1956     26     0.13523
1956     27     0.12590
1956     28     0.11746
1956     29     0.10954
1956     30     0.09953
1956     31     0.08273
1956     32     0.07170
1956     33     0.06059
1956     34     0.05135
1956     35     0.04351
1956     36     0.03497
1956     37     0.02675
1956     38     0.02067
1956     39     0.01466
1956     40     0.01096
1956     41     0.00728
1956     42     0.00474
1956     43     0.00297
1956     44     0.00166
1956     45     0.00094
1956     46     0.00040
1956     47     0.00025
1956     48     0.00014
1956     49     0.00011
1956     50     0.00009
1956     51     0.00005
1956     52     0.00004
1956     53     0.00002
1956     54     0.00004
1956     55+    0.00001
1957     12-    0.00000
1957     13     0.00003
1957     14     0.00048
1957     15     0.00198
1957     16     0.00656
1957     17     0.01835
1957     18     0.03669
1957     19     0.05823
1957     20     0.08465
1957     21     0.10668
1957     22     0.12564
1957     23     0.13379
1957     24     0.13550
1957     25     0.13482
1957     26     0.12896
1957     27     0.12321
1957     28     0.11530
1957     29     0.10868
1957     30     0.09819
1957     31     0.08397
1957     32     0.07313
1957     33     0.06233
1957     34     0.05375
1957     35     0.04491
1957     36     0.03591
1957     37     0.02772
1957     38     0.02144
1957     39     0.01599
1957     40     0.01152
1957     41     0.00776
1957     42     0.00496
1957     43     0.00306
1957     44     0.00181
1957     45     0.00103
1957     46     0.00047
1957     47     0.00026
1957     48     0.00021
1957     49     0.00014
1957     50     0.00013
1957     51     0.00007
1957     52     0.00004
1957     53     0.00002
1957     54     0.00002
1957     55+    0.00000
1958     12-    0.00000
1958     13     0.00004
1958     14     0.00053
1958     15     0.00221
1958     16     0.00833
1958     17     0.02051
1958     18     0.03772
1958     19     0.05893
1958     20     0.08164
1958     21     0.09999
1958     22     0.11377
1958     23     0.12263
1958     24     0.12445
1958     25     0.12531
1958     26     0.12461
1958     27     0.11957
1958     28     0.11329
1958     29     0.10762
1958     30     0.09817
1958     31     0.08556
1958     32     0.07480
1958     33     0.06457
1958     34     0.05473
1958     35     0.04539
1958     36     0.03698
1958     37     0.02886
1958     38     0.02238
1958     39     0.01721
1958     40     0.01218
1958     41     0.00836
1958     42     0.00535
1958     43     0.00315
1958     44     0.00192
1958     45     0.00106
1958     46     0.00054
1958     47     0.00029
1958     48     0.00024
1958     49     0.00016
1958     50     0.00016
1958     51     0.00006
1958     52     0.00004
1958     53     0.00002
1958     54     0.00002
1958     55+    0.00000
1959     12-    0.00000
1959     13     0.00004
1959     14     0.00056
1959     15     0.00287
1959     16     0.00948
1959     17     0.02092
1959     18     0.03821
1959     19     0.05900
1959     20     0.07880
1959     21     0.09153
1959     22     0.10284
1959     23     0.11149
1959     24     0.11524
1959     25     0.11817
1959     26     0.11905
1959     27     0.11586
1959     28     0.11187
1959     29     0.10773
1959     30     0.09957
1959     31     0.08743
1959     32     0.07758
1959     33     0.06707
1959     34     0.05581
1959     35     0.04703
1959     36     0.03878
1959     37     0.03081
1959     38     0.02379
1959     39     0.01861
1959     40     0.01336
1959     41     0.00891
1959     42     0.00595
1959     43     0.00339
1959     44     0.00204
1959     45     0.00110
1959     46     0.00070
1959     47     0.00041
1959     48     0.00028
1959     49     0.00020
1959     50     0.00017
1959     51     0.00005
1959     52     0.00005
1959     53     0.00002
1959     54     0.00002
1959     55+    0.00000
1960     12-    0.00000
1960     13     0.00004
1960     14     0.00063
1960     15     0.00317
1960     16     0.00958
1960     17     0.02129
1960     18     0.03826
1960     19     0.05690
1960     20     0.07264
1960     21     0.08233
1960     22     0.09288
1960     23     0.10068
1960     24     0.10744
1960     25     0.11104
1960     26     0.11304
1960     27     0.11322
1960     28     0.11068
1960     29     0.10783
1960     30     0.10125
1960     31     0.09030
1960     32     0.08025
1960     33     0.06836
1960     34     0.05813
1960     35     0.04946
1960     36     0.04139
1960     37     0.03287
1960     38     0.02588
1960     39     0.02032
1960     40     0.01457
1960     41     0.00977
1960     42     0.00649
1960     43     0.00385
1960     44     0.00225
1960     45     0.00139
1960     46     0.00093
1960     47     0.00053
1960     48     0.00036
1960     49     0.00024
1960     50     0.00019
1960     51     0.00007
1960     52     0.00005
1960     53     0.00002
1960     54     0.00003
1960     55+    0.00000
1961     12-    0.00000
1961     13     0.00012
1961     14     0.00070
1961     15     0.00314
1961     16     0.01000
1961     17     0.02213
1961     18     0.03773
1961     19     0.05215
1961     20     0.06532
1961     21     0.07330
1961     22     0.08360
1961     23     0.09170
1961     24     0.09856
1961     25     0.10433
1961     26     0.10806
1961     27     0.11091
1961     28     0.10951
1961     29     0.10730
1961     30     0.10318
1961     31     0.09231
1961     32     0.08066
1961     33     0.07012
1961     34     0.06102
1961     35     0.05253
1961     36     0.04411
1961     37     0.03518
1961     38     0.02807
1961     39     0.02149
1961     40     0.01547
1961     41     0.01046
1961     42     0.00667
1961     43     0.00403
1961     44     0.00249
1961     45     0.00164
1961     46     0.00095
1961     47     0.00058
1961     48     0.00038
1961     49     0.00026
1961     50     0.00018
1961     51     0.00007
1961     52     0.00003
1961     53     0.00003
1961     54     0.00002
1961     55+    0.00002
1962     12-    0.00007
1962     13     0.00018
1962     14     0.00077
1962     15     0.00346
1962     16     0.01069
1962     17     0.02245
1962     18     0.03479
1962     19     0.04704
1962     20     0.05894
1962     21     0.06665
1962     22     0.07629
1962     23     0.08316
1962     24     0.09071
1962     25     0.09957
1962     26     0.10448
1962     27     0.10805
1962     28     0.10808
1962     29     0.10772
1962     30     0.10403
1962     31     0.09227
1962     32     0.08220
1962     33     0.07338
1962     34     0.06519
1962     35     0.05581
1962     36     0.04701
1962     37     0.03832
1962     38     0.03018
1962     39     0.02272
1962     40     0.01660
1962     41     0.01120
1962     42     0.00709
1962     43     0.00441
1962     44     0.00278
1962     45     0.00168
1962     46     0.00098
1962     47     0.00058
1962     48     0.00032
1962     49     0.00025
1962     50     0.00016
1962     51     0.00007
1962     52     0.00003
1962     53     0.00003
1962     54     0.00002
1962     55+    0.00001
1963     12-    0.00007
1963     13     0.00016
1963     14     0.00079
1963     15     0.00378
1963     16     0.01104
1963     17     0.02085
1963     18     0.03159
1963     19     0.04349
1963     20     0.05404
1963     21     0.06175
1963     22     0.06919
1963     23     0.07641
1963     24     0.08494
1963     25     0.09418
1963     26     0.10066
1963     27     0.10476
1963     28     0.10761
1963     29     0.10809
1963     30     0.10266
1963     31     0.09257
1963     32     0.08476
1963     33     0.07695
1963     34     0.06928
1963     35     0.05953
1963     36     0.05103
1963     37     0.04116
1963     38     0.03230
1963     39     0.02463
1963     40     0.01779
1963     41     0.01194
1963     42     0.00779
1963     43     0.00488
1963     44     0.00311
1963     45     0.00176
1963     46     0.00104
1963     47     0.00056
1963     48     0.00031
1963     49     0.00023
1963     50     0.00015
1963     51     0.00008
1963     52     0.00003
1963     53     0.00002
1963     54     0.00002
1963     55+    0.00001
1964     12-    0.00005
1964     13     0.00019
1964     14     0.00084
1964     15     0.00391
1964     16     0.01054
1964     17     0.01915
1964     18     0.02974
1964     19     0.04075
1964     20     0.05061
1964     21     0.05661
1964     22     0.06356
1964     23     0.07115
1964     24     0.08041
1964     25     0.08918
1964     26     0.09715
1964     27     0.10213
1964     28     0.10582
1964     29     0.10485
1964     30     0.10086
1964     31     0.09428
1964     32     0.08736
1964     33     0.08009
1964     34     0.07268
1964     35     0.06410
1964     36     0.05450
1964     37     0.04349
1964     38     0.03452
1964     39     0.02664
1964     40     0.01876
1964     41     0.01260
1964     42     0.00813
1964     43     0.00505
1964     44     0.00334
1964     45     0.00199
1964     46     0.00108
1964     47     0.00058
1964     48     0.00035
1964     49     0.00026
1964     50     0.00018
1964     51     0.00009
1964     52     0.00004
1964     53     0.00002
1964     54     0.00002
1964     55+    0.00002
1965     12-    0.00005
1965     13     0.00023
1965     14     0.00099
1965     15     0.00370
1965     16     0.00952
1965     17     0.01801
1965     18     0.02776
1965     19     0.03837
1965     20     0.04621
1965     21     0.05182
1965     22     0.05866
1965     23     0.06556
1965     24     0.07464
1965     25     0.08422
1965     26     0.09284
1965     27     0.09739
1965     28     0.09940
1965     29     0.10014
1965     30     0.09957
1965     31     0.09572
1965     32     0.08861
1965     33     0.08247
1965     34     0.07634
1965     35     0.06789
1965     36     0.05670
1965     37     0.04587
1965     38     0.03639
1965     39     0.02776
1965     40     0.01963
1965     41     0.01306
1965     42     0.00883
1965     43     0.00547
1965     44     0.00334
1965     45     0.00194
1965     46     0.00110
1965     47     0.00057
1965     48     0.00040
1965     49     0.00028
1965     50     0.00018
1965     51     0.00011
1965     52     0.00004
1965     53     0.00002
1965     54     0.00002
1965     55+    0.00003
1966     12-    0.00007
1966     13     0.00018
1966     14     0.00083
1966     15     0.00314
1966     16     0.00858
1966     17     0.01714
1966     18     0.02662
1966     19     0.03610
1966     20     0.04256
1966     21     0.04814
1966     22     0.05404
1966     23     0.06084
1966     24     0.06904
1966     25     0.07905
1966     26     0.08710
1966     27     0.09021
1966     28     0.09384
1966     29     0.09783
1966     30     0.10018
1966     31     0.09584
1966     32     0.09082
1966     33     0.08697
1966     34     0.08014
1966     35     0.07112
1966     36     0.05972
1966     37     0.04823
1966     38     0.03785
1966     39     0.02905
1966     40     0.02096
1966     41     0.01427
1966     42     0.00954
1966     43     0.00589
1966     44     0.00340
1966     45     0.00198
1966     46     0.00120
1966     47     0.00062
1966     48     0.00041
1966     49     0.00030
1966     50     0.00022
1966     51     0.00012
1966     52     0.00005
1966     53     0.00003
1966     54     0.00002
1966     55+    0.00002
1967     12-    0.00004
1967     13     0.00021
1967     14     0.00080
1967     15     0.00289
1967     16     0.00827
1967     17     0.01679
1967     18     0.02546
1967     19     0.03451
1967     20     0.04115
1967     21     0.04496
1967     22     0.05031
1967     23     0.05696
1967     24     0.06464
1967     25     0.07323
1967     26     0.07983
1967     27     0.08403
1967     28     0.09054
1967     29     0.09715
1967     30     0.09925
1967     31     0.09658
1967     32     0.09556
1967     33     0.09077
1967     34     0.08241
1967     35     0.07387
1967     36     0.06286
1967     37     0.05006
1967     38     0.03954
1967     39     0.03032
1967     40     0.02218
1967     41     0.01533
1967     42     0.00965
1967     43     0.00600
1967     44     0.00363
1967     45     0.00211
1967     46     0.00127
1967     47     0.00070
1967     48     0.00045
1967     49     0.00034
1967     50     0.00024
1967     51     0.00013
1967     52     0.00005
1967     53     0.00003
1967     54     0.00002
1967     55+    0.00003
1968     12-    0.00006
1968     13     0.00028
1968     14     0.00082
1968     15     0.00290
1968     16     0.00822
1968     17     0.01572
1968     18     0.02403
1968     19     0.03313
1968     20     0.03860
1968     21     0.04173
1968     22     0.04653
1968     23     0.05204
1968     24     0.05922
1968     25     0.06511
1968     26     0.07212
1968     27     0.07907
1968     28     0.08728
1968     29     0.09402
1968     30     0.09815
1968     31     0.10010
1968     32     0.09824
1968     33     0.09248
1968     34     0.08575
1968     35     0.07658
1968     36     0.06470
1968     37     0.05205
1968     38     0.04080
1968     39     0.03189
1968     40     0.02324
1968     41     0.01583
1968     42     0.01017
1968     43     0.00621
1968     44     0.00391
1968     45     0.00226
1968     46     0.00134
1968     47     0.00075
1968     48     0.00052
1968     49     0.00037
1968     50     0.00026
1968     51     0.00014
1968     52     0.00007
1968     53     0.00003
1968     54     0.00003
1968     55+          .
1969     12-    0.00007
1969     13     0.00026
1969     14     0.00085
1969     15     0.00278
1969     16     0.00721
1969     17     0.01412
1969     18     0.02320
1969     19     0.03035
1969     20     0.03425
1969     21     0.03759
1969     22     0.04201
1969     23     0.04671
1969     24     0.05215
1969     25     0.05763
1969     26     0.06612
1969     27     0.07451
1969     28     0.08282
1969     29     0.09168
1969     30     0.09988
1969     31     0.10140
1969     32     0.09951
1969     33     0.09506
1969     34     0.08982
1969     35     0.07942
1969     36     0.06722
1969     37     0.05405
1969     38     0.04311
1969     39     0.03405
1969     40     0.02455
1969     41     0.01668
1969     42     0.01122
1969     43     0.00668
1969     44     0.00417
1969     45     0.00258
1969     46     0.00140
1969     47     0.00092
1969     48     0.00055
1969     49     0.00037
1969     50     0.00024
1969     51     0.00014
1969     52     0.00008
1969     53     0.00003
1969     54           .
1969     55+          .
1970     12-    0.00002
1970     13     0.00013
1970     14     0.00061
1970     15     0.00234
1970     16     0.00637
1970     17     0.01341
1970     18     0.02083
1970     19     0.02652
1970     20     0.03018
1970     21     0.03358
1970     22     0.03691
1970     23     0.04058
1970     24     0.04545
1970     25     0.05197
1970     26     0.06110
1970     27     0.06980
1970     28     0.07966
1970     29     0.09251
1970     30     0.10023
1970     31     0.10150
1970     32     0.10189
1970     33     0.09760
1970     34     0.09206
1970     35     0.08250
1970     36     0.07069
1970     37     0.05795
1970     38     0.04636
1970     39     0.03633
1970     40     0.02678
1970     41     0.01829
1970     42     0.01227
1970     43     0.00759
1970     44     0.00470
1970     45     0.00295
1970     46     0.00169
1970     47     0.00116
1970     48     0.00063
1970     49     0.00038
1970     50     0.00025
1970     51     0.00015
1970     52     0.00008
1970     53           .
1970     54           .
1970     55+          .
1971     12-    0.00001
1971     13     0.00009
1971     14     0.00045
1971     15     0.00203
1971     16     0.00607
1971     17     0.01229
1971     18     0.01809
1971     19     0.02354
1971     20     0.02681
1971     21     0.02966
1971     22     0.03141
1971     23     0.03480
1971     24     0.03992
1971     25     0.04709
1971     26     0.05590
1971     27     0.06615
1971     28     0.07924
1971     29     0.09174
1971     30     0.09932
1971     31     0.10284
1971     32     0.10342
1971     33     0.09891
1971     34     0.09334
1971     35     0.08454
1971     36     0.07364
1971     37     0.06076
1971     38     0.04778
1971     39     0.03771
1971     40     0.02806
1971     41     0.01930
1971     42     0.01289
1971     43     0.00825
1971     44     0.00526
1971     45     0.00324
1971     46     0.00190
1971     47     0.00113
1971     48     0.00066
1971     49     0.00042
1971     50     0.00031
1971     51     0.00014
1971     52           .
1971     53           .
1971     54           .
1971     55+          .
1972     12-    0.00000
1972     13     0.00007
1972     14     0.00042
1972     15     0.00203
1972     16     0.00570
1972     17     0.01091
1972     18     0.01659
1972     19     0.02132
1972     20     0.02363
1972     21     0.02546
1972     22     0.02712
1972     23     0.03071
1972     24     0.03629
1972     25     0.04367
1972     26     0.05274
1972     27     0.06536
1972     28     0.07824
1972     29     0.08907
1972     30     0.09922
1972     31     0.10364
1972     32     0.10416
1972     33     0.10025
1972     34     0.09369
1972     35     0.08621
1972     36     0.07396
1972     37     0.06056
1972     38     0.04858
1972     39     0.03792
1972     40     0.02847
1972     41     0.01962
1972     42     0.01317
1972     43     0.00819
1972     44     0.00524
1972     45     0.00322
1972     46     0.00191
1972     47     0.00106
1972     48     0.00068
1972     49     0.00051
1972     50     0.00034
1972     51           .
1972     52           .
1972     53           .
1972     54           .
1972     55+          .
1973     12-    0.00001
1973     13     0.00006
1973     14     0.00042
1973     15     0.00187
1973     16     0.00522
1973     17     0.01006
1973     18     0.01502
1973     19     0.01939
1973     20     0.02085
1973     21     0.02215
1973     22     0.02441
1973     23     0.02851
1973     24     0.03394
1973     25     0.04171
1973     26     0.05208
1973     27     0.06459
1973     28     0.07667
1973     29     0.08881
1973     30     0.09913
1973     31     0.10355
1973     32     0.10430
1973     33     0.09970
1973     34     0.09503
1973     35     0.08641
1973     36     0.07405
1973     37     0.06177
1973     38     0.04974
1973     39     0.03794
1973     40     0.02902
1973     41     0.02055
1973     42     0.01368
1973     43     0.00861
1973     44     0.00527
1973     45     0.00331
1973     46     0.00183
1973     47     0.00105
1973     48     0.00076
1973     49     0.00051
1973     50           .
1973     51           .
1973     52           .
1973     53           .
1973     54           .
1973     55+          .
1974     12-    0.00000
1974     13     0.00006
1974     14     0.00041
1974     15     0.00169
1974     16     0.00476
1974     17     0.00937
1974     18     0.01349
1974     19     0.01702
1974     20     0.01843
1974     21     0.01984
1974     22     0.02250
1974     23     0.02677
1974     24     0.03243
1974     25     0.04103
1974     26     0.05112
1974     27     0.06293
1974     28     0.07596
1974     29     0.08737
1974     30     0.09746
1974     31     0.10279
1974     32     0.10242
1974     33     0.10011
1974     34     0.09530
1974     35     0.08535
1974     36     0.07564
1974     37     0.06289
1974     38     0.04995
1974     39     0.03896
1974     40     0.03026
1974     41     0.02147
1974     42     0.01408
1974     43     0.00906
1974     44     0.00554
1974     45     0.00332
1974     46     0.00195
1974     47     0.00119
1974     48     0.00077
1974     49           .
1974     50           .
1974     51           .
1974     52           .
1974     53           .
1974     54           .
1974     55+          .
1975     12-    0.00001
1975     13     0.00008
1975     14     0.00037
1975     15     0.00163
1975     16     0.00433
1975     17     0.00833
1975     18     0.01212
1975     19     0.01482
1975     20     0.01675
1975     21     0.01889
1975     22     0.02135
1975     23     0.02583
1975     24     0.03207
1975     25     0.04086
1975     26     0.05027
1975     27     0.06246
1975     28     0.07497
1975     29     0.08512
1975     30     0.09586
1975     31     0.10033
1975     32     0.10205
1975     33     0.09939
1975     34     0.09377
1975     35     0.08636
1975     36     0.07536
1975     37     0.06175
1975     38     0.05060
1975     39     0.04101
1975     40     0.03134
1975     41     0.02178
1975     42     0.01437
1975     43     0.00899
1975     44     0.00544
1975     45     0.00328
1975     46     0.00220
1975     47     0.00127
1975     48           .
1975     49           .
1975     50           .
1975     51           .
1975     52           .
1975     53           .
1975     54           .
1975     55+          .
1976     12-    0.00001
1976     13     0.00009
1976     14     0.00037
1976     15     0.00163
1976     16     0.00399
1976     17     0.00732
1976     18     0.01082
1976     19     0.01352
1976     20     0.01628
1976     21     0.01841
1976     22     0.02137
1976     23     0.02614
1976     24     0.03258
1976     25     0.04123
1976     26     0.05033
1976     27     0.06189
1976     28     0.07293
1976     29     0.08454
1976     30     0.09442
1976     31     0.09993
1976     32     0.10030
1976     33     0.09687
1976     34     0.09388
1976     35     0.08675
1976     36     0.07402
1976     37     0.06243
1976     38     0.05282
1976     39     0.04289
1976     40     0.03253
1976     41     0.02212
1976     42     0.01459
1976     43     0.00876
1976     44     0.00543
1976     45     0.00353
1976     46     0.00219
1976     47           .
1976     48           .
1976     49           .
1976     50           .
1976     51           .
1976     52           .
1976     53           .
1976     54           .
1976     55+          .
1977     12-    0.00002
1977     13     0.00010
1977     14     0.00037
1977     15     0.00145
1977     16     0.00373
1977     17     0.00698
1977     18     0.01013
1977     19     0.01347
1977     20     0.01615
1977     21     0.01850
1977     22     0.02273
1977     23     0.02734
1977     24     0.03369
1977     25     0.04209
1977     26     0.05056
1977     27     0.06120
1977     28     0.07247
1977     29     0.08365
1977     30     0.09446
1977     31     0.09862
1977     32     0.09794
1977     33     0.09666
1977     34     0.09296
1977     35     0.08474
1977     36     0.07472
1977     37     0.06491
1977     38     0.05434
1977     39     0.04340
1977     40     0.03297
1977     41     0.02238
1977     42     0.01459
1977     43     0.00907
1977     44     0.00575
1977     45     0.00356
1977     46           .
1977     47           .
1977     48           .
1977     49           .
1977     50           .
1977     51           .
1977     52           .
1977     53           .
1977     54           .
1977     55+          .
1978     12-    0.00001
1978     13     0.00008
1978     14     0.00035
1978     15     0.00136
1978     16     0.00360
1978     17     0.00686
1978     18     0.01024
1978     19     0.01388
1978     20     0.01659
1978     21     0.02011
1978     22     0.02440
1978     23     0.02890
1978     24     0.03497
1978     25     0.04303
1978     26     0.05090
1978     27     0.06109
1978     28     0.07234
1978     29     0.08335
1978     30     0.09215
1978     31     0.09504
1978     32     0.09755
1978     33     0.09553
1978     34     0.09002
1978     35     0.08430
1978     36     0.07744
1978     37     0.06649
1978     38     0.05507
1978     39     0.04281
1978     40     0.03265
1978     41     0.02220
1978     42     0.01467
1978     43     0.00933
1978     44     0.00567
1978     45           .
1978     46           .
1978     47           .
1978     48           .
1978     49           .
1978     50           .
1978     51           .
1978     52           .
1978     53           .
1978     54           .
1978     55+          .
1979     12-    0.00003
1979     13     0.00007
1979     14     0.00033
1979     15     0.00139
1979     16     0.00355
1979     17     0.00693
1979     18     0.01060
1979     19     0.01464
1979     20     0.01800
1979     21     0.02180
1979     22     0.02615
1979     23     0.03064
1979     24     0.03658
1979     25     0.04364
1979     26     0.05218
1979     27     0.06131
1979     28     0.07317
1979     29     0.08262
1979     30     0.08900
1979     31     0.09403
1979     32     0.09631
1979     33     0.09294
1979     34     0.09047
1979     35     0.08725
1979     36     0.07919
1979     37     0.06721
1979     38     0.05506
1979     39     0.04271
1979     40     0.03232
1979     41     0.02268
1979     42     0.01521
1979     43     0.00931
1979     44           .
1979     45           .
1979     46           .
1979     47           .
1979     48           .
1979     49           .
1979     50           .
1979     51           .
1979     52           .
1979     53           .
1979     54           .
1979     55+          .
1980     12-    0.00001
1980     13     0.00006
1980     14     0.00031
1980     15     0.00128
1980     16     0.00344
1980     17     0.00692
1980     18     0.01112
1980     19     0.01574
1980     20     0.01962
1980     21     0.02330
1980     22     0.02744
1980     23     0.03174
1980     24     0.03724
1980     25     0.04448
1980     26     0.05347
1980     27     0.06336
1980     28     0.07291
1980     29     0.07993
1980     30     0.08737
1980     31     0.09276
1980     32     0.09418
1980     33     0.09360
1980     34     0.09388
1980     35     0.08897
1980     36     0.07945
1980     37     0.06660
1980     38     0.05480
1980     39     0.04322
1980     40     0.03332
1980     41     0.02369
1980     42     0.01557
1980     43           .
1980     44           .
1980     45           .
1980     46           .
1980     47           .
1980     48           .
1980     49           .
1980     50           .
1980     51           .
1980     52           .
1980     53           .
1980     54           .
1980     55+          .
1981     12-    0.00000
1981     13     0.00006
1981     14     0.00033
1981     15     0.00129
1981     16     0.00345
1981     17     0.00713
1981     18     0.01171
1981     19     0.01683
1981     20     0.02124
1981     21     0.02453
1981     22     0.02843
1981     23     0.03260
1981     24     0.03811
1981     25     0.04600
1981     26     0.05571
1981     27     0.06278
1981     28     0.06997
1981     29     0.07838
1981     30     0.08512
1981     31     0.08969
1981     32     0.09357
1981     33     0.09634
1981     34     0.09509
1981     35     0.08910
1981     36     0.07837
1981     37     0.06602
1981     38     0.05409
1981     39     0.04352
1981     40     0.03420
1981     41     0.02351
1981     42           .
1981     43           .
1981     44           .
1981     45           .
1981     46           .
1981     47           .
1981     48           .
1981     49           .
1981     50           .
1981     51           .
1981     52           .
1981     53           .
1981     54           .
1981     55+          .
1982     12-    0.00000
1982     13     0.00005
1982     14     0.00029
1982     15     0.00135
1982     16     0.00364
1982     17     0.00752
1982     18     0.01272
1982     19     0.01795
1982     20     0.02218
1982     21     0.02608
1982     22     0.02948
1982     23     0.03375
1982     24     0.03992
1982     25     0.04842
1982     26     0.05485
1982     27     0.05978
1982     28     0.06803
1982     29     0.07628
1982     30     0.08266
1982     31     0.08926
1982     32     0.09541
1982     33     0.09708
1982     34     0.09379
1982     35     0.08687
1982     36     0.07671
1982     37     0.06492
1982     38     0.05397
1982     39     0.04429
1982     40     0.03398
1982     41           .
1982     42           .
1982     43           .
1982     44           .
1982     45           .
1982     46           .
1982     47           .
1982     48           .
1982     49           .
1982     50           .
1982     51           .
1982     52           .
1982     53           .
1982     54           .
1982     55+          .
1983     12-    0.00000
1983     13     0.00004
1983     14     0.00031
1983     15     0.00153
1983     16     0.00406
1983     17     0.00815
1983     18     0.01347
1983     19     0.01886
1983     20     0.02333
1983     21     0.02692
1983     22     0.03053
1983     23     0.03561
1983     24     0.04281
1983     25     0.04828
1983     26     0.05149
1983     27     0.05780
1983     28     0.06546
1983     29     0.07309
1983     30     0.08329
1983     31     0.09133
1983     32     0.09557
1983     33     0.09569
1983     34     0.09073
1983     35     0.08448
1983     36     0.07455
1983     37     0.06454
1983     38     0.05484
1983     39     0.04380
1983     40           .
1983     41           .
1983     42           .
1983     43           .
1983     44           .
1983     45           .
1983     46           .
1983     47           .
1983     48           .
1983     49           .
1983     50           .
1983     51           .
1983     52           .
1983     53           .
1983     54           .
1983     55+          .
1984     12-    0.00000
1984     13     0.00006
1984     14     0.00033
1984     15     0.00168
1984     16     0.00448
1984     17     0.00865
1984     18     0.01428
1984     19     0.01996
1984     20     0.02421
1984     21     0.02797
1984     22     0.03284
1984     23     0.03865
1984     24     0.04306
1984     25     0.04629
1984     26     0.05010
1984     27     0.05607
1984     28     0.06345
1984     29     0.07323
1984     30     0.08521
1984     31     0.09164
1984     32     0.09408
1984     33     0.09311
1984     34     0.08860
1984     35     0.08185
1984     36     0.07501
1984     37     0.06520
1984     38     0.05328
1984     39           .
1984     40           .
1984     41           .
1984     42           .
1984     43           .
1984     44           .
1984     45           .
1984     46           .
1984     47           .
1984     48           .
1984     49           .
1984     50           .
1984     51           .
1984     52           .
1984     53           .
1984     54           .
1984     55+          .
1985     12-    0.00000
1985     13     0.00004
1985     14     0.00033
1985     15     0.00182
1985     16     0.00490
1985     17     0.00915
1985     18     0.01495
1985     19     0.02073
1985     20     0.02574
1985     21     0.03035
1985     22     0.03582
1985     23     0.03862
1985     24     0.04100
1985     25     0.04450
1985     26     0.04903
1985     27     0.05483
1985     28     0.06394
1985     29     0.07462
1985     30     0.08483
1985     31     0.09040
1985     32     0.09059
1985     33     0.08964
1985     34     0.08559
1985     35     0.08135
1985     36     0.07591
1985     37     0.06362
1985     38           .
1985     39           .
1985     40           .
1985     41           .
1985     42           .
1985     43           .
1985     44           .
1985     45           .
1985     46           .
1985     47           .
1985     48           .
1985     49           .
1985     50           .
1985     51           .
1985     52           .
1985     53           .
1985     54           .
1985     55+          .
1986     12-    0.00002
1986     13     0.00010
1986     14     0.00046
1986     15     0.00188
1986     16     0.00500
1986     17     0.00952
1986     18     0.01562
1986     19     0.02197
1986     20     0.02775
1986     21     0.03298
1986     22     0.03609
1986     23     0.03719
1986     24     0.03974
1986     25     0.04272
1986     26     0.04767
1986     27     0.05509
1986     28     0.06521
1986     29     0.07462
1986     30     0.08322
1986     31     0.08683
1986     32     0.08677
1986     33     0.08628
1986     34     0.08618
